rank, player_id, score, time, spm
4381,DOOMUSDAY,32647614,1016:05:30,535.51
4382,porumbel87,32646812,1794:35:50,303.2
4383,TURBOSIMO,32641452,711:45:20,764.34
4384,Flugzeugtreger,32641451,832:49:40,653.23
4385,JorgeNS85,32641205,1066:38:10,510.03
4386,TearlessxOG,32641151,1048:15:30,518.97
4387,Ufuk67Turk,32636124,844:28:00,644.12
4388,ryu-tarosu-www,32635525,1085:44:20,500.97
4389,xhoogs,32620306,754:24:20,720.66
4390,te_saco_a_BAILAR,32620050,646:48:50,840.53
4391,Huttman33,32619458,623:22:50,872.11
4392,Jussoo-,32618617,537:54:10,1010.67
4393,HENDERSONx,32602832,1133:57:50,479.19
4394,EarthRival,32601100,820:05:20,662.55
4395,xoxo_RINA_xoxo,32599233,856:34:00,634.3
4396,nikuDX,32597088,1594:24:10,340.75
4397,boss10kg,32595637,1217:10:20,446.33
4398,Florian-Bastian,32592517,1345:22:10,403.76
4399,nemo1000tyou,32590410,1080:14:00,502.83
4400,Se-x_In_The_Box,32589902,1062:58:30,510.99
4401,PuzzPack700,32589330,830:02:00,654.38
4402,BigD_is_Here13,32586951,880:56:40,616.52
4403,cpt_dawson,32584380,737:14:00,736.64
4404,TheGranolaGay,32572368,784:13:50,692.24
4405,EB_Lima,32567199,676:46:20,802.02
4406,mittanmama,32562955,695:36:10,780.21
4407,Der_Metzger-95,32553302,690:35:20,785.64
4408,mifdal2000,32549829,920:08:40,589.58
4409,jopajoe,32549258,1232:17:00,440.23
4410,APOPHIS-1982,32545658,1659:41:10,326.83
4411,shantom38,32543193,1630:38:00,332.62
4412,BLACKGOD617,32532487,1685:08:10,321.76
4413,Bf4287,32527842,902:52:30,600.45
4414,KazuHayaton,32527384,780:20:50,694.72
4415,XD-1-ACCIPITER,32526019,1167:33:50,464.3
4416,Aron-San69,32521440,599:20:50,904.36
4417,ksa__3body,32520860,906:36:10,597.85
4418,Phillix9396,32511183,860:26:20,629.74
4419,FlyingFrisbie44,32505738,753:17:20,719.2
4420,Gamescoorp007,32497038,971:20:20,557.6
4421,resistansse,32494469,801:30:00,675.7
4422,Strats_R_Us,32477581,692:22:40,781.79
4423,punipuni-purin5,32472076,1193:14:00,453.56
4424,BOBA-FETT-71,32469225,1392:55:40,388.5
4425,marcelohb22,32467897,1741:36:30,310.71
4426,II__M16A4__ll,32466239,754:10:00,717.49
4427,HOKAIDO69SMITER,32463825,2082:35:30,259.8
4428,golftee,32458034,1765:32:10,306.4
4429,Zarahy_gameR,32450711,559:36:50,966.46
4430,konkonP90,32446777,1027:29:30,526.31
4431,zi-kuzion_1023,32440354,1145:21:10,472.06
4432,i________Prevail,32433549,443:48:30,1218
4433,goobersnob,32433234,1420:19:40,380.58
4434,michi8505,32427689,1120:24:20,482.38
4435,infinitewarlock,32426623,1288:39:10,419.39
4436,willnika,32422515,812:48:10,664.83
4437,YAHYA017-KSA,32422503,1296:01:20,416.95
4438,Boomdeiada,32421190,917:02:30,589.24
4439,palchef,32415257,1010:56:40,534.41
4440,BigBearAfro,32407390,582:15:10,927.64
4441,sarajanesmith,32398870,1468:38:50,367.67
4442,coolandre00,32387542,556:47:30,969.47
4443,FUNNYMAN195,32386358,944:04:00,571.75
4444,malmberg00,32381367,393:50:30,1370.32
4445,Killer_Niels,32372761,1771:42:20,304.53
4446,XxAsianPowerxX,32370550,622:29:20,866.7
4447,milogrh,32370123,869:50:30,620.23
4448,TOOL9773,32356317,862:53:00,624.97
4449,BRZ_ROCKET-BUNNY,32351308,820:45:30,656.94
4450,KSA_SLOHi_KSA,32347352,468:58:50,1149.56
4451,agniptapitotti,32346973,1327:14:50,406.19
4452,BlackBORUSSE,32331147,900:33:20,598.36
4453,sarg-at-play,32331057,1379:41:50,390.56
4454,Il-9RB-lI,32328074,2073:55:50,259.8
4455,Roblisk,32314766,1159:12:40,464.61
4456,KPxHAWKx78,32304648,610:07:00,882.47
4457,LUN3RT1C,32302760,840:25:40,640.6
4458,just_smile_702,32301232,636:34:10,845.71
4459,TAKAFUMIN-44,32300005,949:46:10,566.8
4460,Divine_Gwapo,32280178,264:18:21,2035.53
4461,line00XYZ,32271070,956:14:00,562.47
4462,OCD_Artist,32263913,959:20:50,560.52
4463,IRARedRum,32263846,1455:56:20,369.34
4464,bsls3,32263314,474:55:30,1132.22
4465,DENIS2017dj,32258980,611:28:50,879.26
4466,not_onmywatch,32257320,740:39:40,725.87
4467,BrokenHelmut,32257022,925:42:20,580.76
4468,M16SODOM,32255181,1095:46:50,490.6
4469,steirermadl007,32249537,997:50:20,538.66
4470,Zorg220,32236239,1502:32:10,357.58
4471,fedefeler,32220553,758:40:20,707.83
4472,itg5g,32218356,886:08:40,605.97
4473,SlLENT_0PS,32207205,1747:13:20,307.22
4474,AnarchyXEcho,32197804,415:00:00,1293.08
4475,AyoGarSeeYa,32196364,781:13:10,686.88
4476,Legendary_Goatz,32185949,574:50:20,933.19
4477,badyasu,32179233,1172:51:40,457.28
4478,THE_GREEK_MANGO,32171471,220:46:52,2428.61
4479,ShiN_Krazy_Rise,32160639,306:55:30,1746.39
4480,DesperadoAnanas,32158435,642:13:30,834.56
4481,SGTC4NNONB4LL,32157661,1011:22:00,529.94
4482,villovela_vk,32155693,586:51:00,913.23
4483,gfryzel,32148142,938:11:40,571.1
4484,Big_Buiscut,32133577,627:02:20,854.11
4485,dr_hitman911,32124245,939:29:00,569.89
4486,SpringHeeledJim9,32107921,1584:48:20,337.66
4487,tango-papa-93,32100819,457:21:10,1169.81
4488,HidingAnneFrank,32082251,589:03:00,907.74
4489,dragoneight,32073334,1334:24:10,400.6
4490,fateh-ben,32064583,1582:18:00,337.74
4491,SqualoNero99,32064495,529:17:50,1009.66
4492,Flyboy_2_point_0,32049101,531:13:00,1005.53
4493,Wagner592,32035889,1336:00:00,399.65
4494,CAPPIROTTO,32032445,1155:00:00,462.23
4495,tarataramaru6124,32015838,765:13:10,697.31
4496,aBusFull_Of_Nuns,31988455,281:54:50,1891.15
4497,crakenzie,31981002,720:29:10,739.8
4498,lukpoint99,31969319,978:57:40,544.27
4499,TMK2014,31959189,599:22:20,888.69
4500,MoNcHo323,31959155,985:45:40,540.35
4501,i3b0dHD-,31956301,1230:54:30,432.69
4502,G11zb0,31955846,920:22:20,578.68
4503,billydk79,31918767,1194:47:00,445.25
4504,ChuckTheNorris1,31889710,910:21:40,583.83
4505,panchoarce7,31872801,721:11:30,736.58
4506,StillDaSnw-Man,31869534,743:20:50,714.55
4507,maozao_05,31847376,755:06:50,702.93
4508,DBliSS11811,31838641,890:56:00,595.6
4509,mohamed32mw,31820245,836:27:00,634.03
4510,cjgdt2ob,31817921,864:25:20,613.47
4511,Santy031,31816168,965:24:50,549.27
4512,ma988rk,31815634,1531:03:10,346.34
4513,Sandrinha83,31812723,1398:53:10,379.02
4514,USMC-Hawkeye1,31805850,575:54:30,920.45
4515,CAMexicanMacho,31796050,916:55:30,577.95
4516,gtgbgtgb99,31791221,983:03:30,538.98
4517,patty_killa417,31785959,1141:48:00,463.97
4518,s_o_p_a,31779169,701:58:50,754.51
4519,BUTTONSLAYER,31775129,1217:44:20,434.89
4520,slaff07,31771522,1226:21:30,431.79
4521,dimmujaymz,31768225,1800:27:30,294.08
4522,OVERKILL13K16,31766696,985:31:00,537.23
4523,Dude-2319,31766587,1017:53:50,520.13
4524,NAVY_SEALS-jack-,31763164,1203:32:30,439.86
4525,sturgill_1995,31762893,1184:13:20,447.03
4526,defrem,31762118,887:18:20,596.6
4527,takajii0419,31749503,1270:28:30,416.5
4528,ELCORONA01,31729186,1070:13:10,494.12
4529,enoaha,31728650,828:49:30,638.02
4530,acci1978,31703820,1142:04:20,462.67
4531,GenoCidE_SorA,31691745,823:32:10,641.38
4532,yescomoloves,31689241,706:52:30,747.17
4533,ken_wade,31649273,1080:26:00,488.22
4534,xlx_N0PE_xlx,31647580,827:42:10,637.26
4535,romusuka-1234,31647113,740:43:10,712.08
4536,I--PsYchO-TErrOR,31632017,512:05:30,1029.5
4537,xFaKeOuTlaWsFly_,31631918,881:51:40,597.83
4538,guran_1023,31631475,778:55:50,676.81
4539,Mimic_Me_Back,31619840,802:13:40,656.92
4540,bigmoza22,31618696,1112:48:00,473.56
4541,jc33rvk,31616803,2298:28:50,229.26
4542,vandyckserra0618,31600615,1319:12:00,399.24
4543,Wukong1v9,31580595,1085:02:10,485.09
4544,EmanW,31570071,1423:47:40,369.55
4545,suprafr33k112512,31567143,1300:30:40,404.55
4546,Tankstelle88,31560386,650:00:40,809.23
4547,xJAKEN,31547466,1176:15:20,447
4548,Dansruin,31546762,852:27:00,616.79
4549,YouGoneLearn2Dai,31527415,700:43:20,749.88
4550,GABRIELC2005FJC,31522522,658:56:50,797.3
4551,Lucasmluz,31516763,1053:44:20,498.49
4552,swift0n35erz,31500410,1345:26:30,390.21
4553,ACE_K918,31498419,1012:09:00,518.67
4554,EaSy_Naaka,31481136,690:44:10,759.6
4555,ClockHive,31472478,665:56:40,787.67
4556,BlonkeyTonk,31448070,1168:12:10,448.67
4557,MatsoN_PL,31442943,249:43:41,2098.48
4558,SnoopDogF9,31425697,474:01:00,1104.94
4559,o-BLANK3NSHIP-o,31414556,1264:24:20,414.09
4560,DunklerJaeger,31399244,584:01:00,896.07
4561,Elite-gamerHDYT,31385267,831:28:10,629.11
4562,faithnomore1992,31381585,1093:42:50,478.21
4563,awm_747,31380726,974:47:50,536.53
4564,ponta_226,31377243,444:00:20,1177.81
4565,CyyReeX,31366544,210:56:10,2478.36
4566,teo772,31355833,1037:13:20,503.84
4567,Juldabar,31352731,1024:55:00,509.84
4568,ryoga-hayato,31342082,1607:36:20,324.94
4569,oL0BIS,31333946,763:57:20,683.59
4570,badass205601,31322500,628:18:10,830.88
4571,Morde-Cai,31315995,984:14:50,530.29
4572,happymang,31315249,613:32:40,850.67
4573,ViScAMaDRRiD,31310008,494:19:20,1055.65
4574,YumaSniper08,31296130,976:59:50,533.88
4575,Moire2,31290159,574:10:10,908.27
4576,undaniel,31285994,1010:13:00,516.16
4577,G-1558536,31236716,1257:04:40,414.14
4578,RusVladMarkX,31231562,1085:18:10,479.61
4579,aDargahi,31221183,1244:24:30,418.15
4580,SharkPredador_br,31200837,785:39:00,661.89
4581,falconer19,31181788,1492:00:00,348.32
4582,RafaaeL_cass,31161669,666:30:00,779.24
4583,Takezoucou3,31149246,1042:22:20,498.05
4584,tanakanoOssan22,31138957,482:58:50,1074.54
4585,Gorgu83,31123856,1186:56:00,437.03
4586,BOSSHM33,31121319,1467:30:40,353.45
4587,LASA-42,31121081,624:51:00,830.09
4588,SNIP-ART,31118591,529:29:10,979.52
4589,squish29707,31118304,1496:13:50,346.63
4590,rsboss_,31108156,744:10:40,696.7
4591,apache8935,31096800,1622:48:10,319.37
4592,jagoindustries,31094771,890:33:00,581.94
4593,sky-0602-km,31083987,947:18:40,546.88
4594,Fizly--,31082032,421:20:50,1229.47
4595,Xx_Nonside,31037253,768:37:20,673.01
4596,REDDEMON74,31031818,1692:17:30,305.62
4597,JUGGLER415,31022647,1140:46:20,453.24
4598,sTaTiiC__DeViiLz,31007367,489:11:50,1056.4
4599,ABBASJOKER748,30986193,518:34:10,995.89
4600,noelgove,30985104,1119:08:40,461.44
4601,W_K_E_7,30959729,735:25:20,701.63
4602,GJ848,30952701,735:49:20,701.09
4603,Lazy_E83,30947904,705:20:00,731.28
4604,Nuk3_maines,30945525,717:37:10,718.71
4605,Dandelion_SPIRAL,30942710,941:41:30,547.64
4606,cicciotech,30939204,966:29:50,533.53
4607,Zstamp92,30937701,459:19:20,1122.59
4608,Surpurs,30935258,952:37:30,541.23
4609,MrLuc4sRZ4mboni,30929701,820:37:20,628.18
4610,cubztero,30927341,689:16:00,747.83
4611,Nasory__Salem,30919487,1063:50:20,484.4
4612,MarshmallowNomad,30910521,1068:04:50,482.34
4613,JhonyCheenGaZ,30884469,1067:37:00,482.14
4614,chanryo510,30876766,682:29:50,754.01
4615,algeriano-1990,30868765,1139:25:40,451.52
4616,IainW96,30859935,430:21:00,1195.15
4617,OrochiX1993,30856764,791:58:00,649.37
4618,AaronRizzuto,30843736,548:07:30,937.86
4619,SUZUKI_GSX-R400R,30839421,634:04:40,810.61
4620,racereese,30822688,617:54:40,831.37
4621,yamaotatsuya,30822657,721:40:10,711.84
4622,BLAZExOFxGLORY47,30820778,907:51:10,565.82
4623,aQuirkySmurf1,30819727,1221:50:20,420.4
4624,brendo1188,30814003,1184:17:30,433.65
4625,LUIZ_666,30796887,1101:37:40,465.93
4626,iMarCryZ,30786818,340:51:40,1505.35
4627,IAMPANDICORN,30769423,698:07:30,734.57
4628,T-oWEn-W,30767514,1022:56:20,501.29
4629,T0rnupKnuckles86,30767186,901:21:40,568.9
4630,yogzi74,30740978,786:17:50,651.6
4631,MadBaumer16,30740126,809:11:40,633.14
4632,Cesare_Borgia_,30736775,821:01:30,623.95
4633,Freud128,30736590,1370:33:30,373.77
4634,Rqpper,30733955,623:58:30,820.92
4635,tomhujioka_no1,30709042,630:22:10,811.93
4636,Q8-sniper-30,30708837,1270:03:40,402.98
4637,TotoTheOceans03,30705519,665:51:40,768.57
4638,l-_-Kayotic-_-l,30698798,1448:33:00,353.21
4639,ryo0512076,30681308,883:35:00,578.73
4640,speed623000,30658466,1392:55:50,366.83
4641,studawg101,30643737,583:02:40,875.97
4642,badtaste78,30642314,856:41:10,596.14
4643,X-S3_SP3WN-xX,30637712,899:55:40,567.41
4644,McJimny,30635495,867:34:50,588.52
4645,chris-ex1,30624729,937:51:40,544.23
4646,ServiceTech2010,30616872,933:31:40,546.62
4647,Tinho090,30602242,918:44:40,555.15
4648,SOME-5-YEAR-OLD,30591919,1113:38:10,457.84
4649,stlynnatic,30584875,952:28:20,535.18
4650,Maseptic,30558601,527:40:10,965.21
4651,finland_gangsta,30546157,779:32:00,653.09
4652,JURIHUNTER,30526087,542:24:00,937.99
4653,Srandro,30516908,749:45:40,678.37
4654,harrythomasmills,30501576,724:29:50,701.67
4655,hasu1116,30500969,838:48:00,606.04
4656,Destructeur_8383,30497283,951:16:50,534.32
4657,MindfulSugar,30497130,820:28:40,619.5
4658,CJ_KNIGHTX,30492936,666:15:50,762.78
4659,CoMe__x,30489721,899:35:40,564.88
4660,sneaky_head1984,30489602,1195:12:30,425.16
4661,runge82,30486579,858:45:40,591.68
4662,stienox4,30480540,1316:34:50,385.85
4663,scarlet_ria_aG,30476809,787:35:10,644.94
4664,Mike-Hunt702,30476219,919:14:10,552.56
4665,SadisticLover,30475114,544:39:00,932.56
4666,piotr1ek,30462732,1367:04:40,371.39
4667,itk129,30461133,1164:10:50,436.09
4668,koutysns,30442822,274:14:48,1850.09
4669,rollcito,30441677,1122:14:40,452.1
4670,SKYNET-CSM101,30410055,681:49:30,743.35
4671,IZEECOLD,30407796,909:03:50,557.49
4672,ned_kelly223,30396521,1287:55:30,393.35
4673,COkANE-COWBOY210,30390383,1082:39:00,467.84
4674,Ulfhednar_369,30375769,1384:18:50,365.71
4675,ToxicPotato78,30360309,703:59:00,718.77
4676,zibauo,30356872,861:31:30,587.27
4677,smudga-smiff,30350770,1555:29:10,325.2
4678,Lucano_91,30332429,1200:37:50,421.06
4679,los_galacticos_3,30325244,685:56:30,736.83
4680,WatMan-117,30323784,600:01:50,842.28
4681,S2JK,30322171,713:25:10,708.38
4682,Crazy_person555,30319080,904:55:40,558.41
4683,luizborro,30316677,1080:51:20,467.48
4684,Captain_Mayhew,30313135,967:18:10,522.3
4685,a64koe335,30289508,704:07:40,716.95
4686,RaYeG_SA,30284211,1110:56:50,454.33
4687,Tierra753,30281894,894:34:50,564.17
4688,BGIZZLE340,30280068,1010:44:50,499.3
4689,jal_okinawa,30268528,1214:30:30,415.37
4690,Aaron_Romani,30255232,967:38:20,521.12
4691,VITAVITOK,30245562,881:54:10,571.6
4692,supadog83,30236857,829:48:20,607.31
4693,XxLordDuartaoxX,30232630,602:37:40,836.13
4694,Cyber300_BR,30230956,995:35:10,506.08
4695,NewWaveHooker,30227159,1025:41:30,491.17
4696,Gjallyy,30217508,644:38:40,781.24
4697,Holdface,30204844,1228:13:20,409.87
4698,MrFlowStream,30190376,889:40:50,565.57
4699,Debunezumi_Style,30182642,828:44:30,607
4700,matelhas_666,30182173,1074:07:10,468.32
4701,busnheads,30181810,1103:03:50,456.03
4702,whiteboee,30176647,1597:54:40,314.75
4703,GGTAKY,30162738,1017:31:00,494.06
4704,AHighMexican_420,30156956,809:20:00,621.02
4705,aNZeeeH,30154971,1163:38:30,431.91
4706,XShadowSword,30149661,396:34:10,1267.1
4707,PabloH-ARG-,30130515,1352:05:10,371.41
4708,rednosepit007,30127164,1354:49:00,370.62
4709,DerErbe,30068178,1275:54:10,392.77
4710,SlavaKalach,30067861,1051:15:50,476.69
4711,de_kerst_man,30054911,1028:17:50,487.13
4712,SteFt531,30053876,1183:37:10,423.19
4713,Kovalcic,30051567,723:42:50,692.07
4714,T0rm3nta__718,30039278,618:33:10,809.4
4715,Bloodhound_0331,30038130,966:22:20,518.06
4716,doOoDE0909,30017947,929:22:50,538.31
4717,aquari14127,30016334,790:10:10,633.12
4718,Qu1kDrAW_McGrAW,30015051,1082:58:10,461.93
4719,Medica188,30009920,498:26:40,1003.45
4720,natu_tm,30007032,704:12:40,710.18
4721,AjaxClean,30006650,745:07:40,671.17
4722,maximuss1234567,29995286,1022:08:00,489.1
4723,tHa_M4660T,29994273,436:08:30,1146.2
4724,AK85outlaw,29984138,1558:23:30,320.67
4725,DEATH_SITES51,29982864,716:49:40,697.12
4726,SEBEK88_PL,29974235,945:29:50,528.37
4727,The_Last_Eze,29972243,592:05:50,843.67
4728,ailu2909,29970193,836:55:50,596.83
4729,GIZZEY85,29960821,617:38:00,808.48
4730,Bob_Kelso_1,29955112,892:37:10,559.31
4731,Vans_vg,29936131,1149:33:10,434.03
4732,kieran_b23,29932804,915:14:10,545.08
4733,GreenArrow55135,29924411,617:02:20,808.28
4734,loboblanco1979,29915736,1101:35:00,452.62
4735,Milky_Queen315,29915666,1427:41:50,349.23
4736,Kaynarchik,29915075,1106:26:20,450.62
4737,yousef-_-fhkri,29913314,1026:52:00,485.51
4738,x_Mexikaner_x,29910741,1261:21:10,395.22
4739,sgt_orville,29910443,516:57:50,964.3
4740,a1921682119,29899781,1815:24:50,274.5
4741,W00RLDomination,29898777,1137:30:20,438.08
4742,Marcao26d4norte,29877718,950:41:00,523.79
4743,DogTagHoarder,29875309,585:28:10,850.47
4744,qdlq,29872770,603:17:50,825.26
4745,huezildo_beerre,29862729,837:47:50,594.07
4746,Blackwing942014,29838882,579:09:30,858.69
4747,black_taco97,29835428,853:38:50,582.51
4748,Jordan_1613,29819334,828:46:40,599.66
4749,YuukiAo___4423,29814328,872:47:00,569.33
4750,AimbuttTici,29801805,556:18:10,892.85
4751,i3layer,29799429,981:01:10,506.27
4752,Arisa_Xmas,29794934,1184:33:00,419.22
4753,Mlook9877,29779832,1321:39:00,375.54
4754,marsney,29773501,1102:57:20,449.9
4755,xarun83,29769388,712:44:10,696.13
4756,TTV_iAmGhost1y,29753586,594:45:20,833.78
4757,PinkyBuflooms,29747995,440:25:40,1125.72
4758,dean408,29743890,625:07:50,793
4759,avonport_slayer,29737427,866:40:00,571.87
4760,carlosedisonferr,29721397,1262:05:50,392.49
4761,bellerophon112,29720839,2079:26:30,238.21
4762,T-GiuR,29709185,416:19:30,1189.34
4763,jonny1speed,29703575,805:46:30,614.39
4764,ZaqArnage,29703543,961:11:10,515.05
4765,fdt7777777999,29693456,937:06:30,528.1
4766,BozFox42,29683073,1069:40:20,462.49
4767,amk_330,29671308,1394:54:50,354.52
4768,SC_Mokemin,29655545,626:05:20,789.44
4769,Lufer_007,29643188,676:01:30,730.82
4770,noe-a-tope,29629940,1146:39:40,430.67
4771,hi-kun4480,29629483,530:42:20,930.51
4772,xAnyana,29628822,1103:24:40,447.53
4773,jiao-jiao0628,29610229,600:16:30,822.13
4774,Lil_Raptor96,29610074,1098:02:30,449.44
4775,detrick63,29607068,865:21:10,570.23
4776,LayinPipe393,29600016,1166:27:20,422.93
4777,Rowdycash,29597506,914:05:10,539.66
4778,idio22,29587680,1255:23:00,392.81
4779,TAPUx2-RK,29583829,1261:02:50,391
4780,callurmoma,29582861,1128:36:40,436.86
4781,KNIGHTWING2110,29564824,676:14:20,728.66
4782,m09_domdom,29550467,951:08:20,517.81
4783,Super_Mint_TimeZ,29549799,530:21:30,928.61
4784,WarGGsikE,29547702,653:59:00,753.02
4785,FLAME4007,29547592,653:52:00,753.15
4786,Stirling_88,29508547,713:34:50,689.21
4787,b-company-I,29489673,1372:18:50,358.15
4788,MrTransu,29482673,668:03:50,735.53
4789,EviL____GirL-,29480802,761:44:50,645.03
4790,shuowu,29474251,749:28:50,655.44
4791,Hartmaennli,29457099,639:19:20,767.93
4792,sereg74,29450499,934:14:00,525.4
4793,iBad__BoYy,29449848,713:05:50,688.31
4794,I_am_Purikyua69,29435586,1071:48:20,457.73
4795,oskilla10,29421173,944:57:00,518.92
4796,andreapescatore,29404927,768:08:50,638.01
4797,K-ROO_,29381879,591:37:00,827.73
4798,tramaip,29378719,835:29:20,586.06
4799,DJMegaMixx,29369181,699:55:50,699.34
4800,Cooltaha3939,29348910,655:07:20,746.65
4801,Drakorino,29336802,575:44:20,849.25
4802,sboadamx13,29336482,614:58:20,795.06
4803,blink234182,29327198,947:40:50,515.77
4804,kosto0n,29311736,770:43:50,633.85
4805,el_karlo,29311668,1144:11:20,426.96
4806,natu-7_24,29261709,704:20:50,692.41
4807,gabriielmeneses,29261348,655:31:10,743.97
4808,dimmels,29251584,1061:50:50,459.13
4809,mikabra,29246796,804:01:20,606.26
4810,Jwalkn619,29242565,1510:24:40,322.68
4811,XGonskaFl_y_X_,29208251,579:51:00,839.53
4812,DJ-DUNI,29187550,1147:52:50,423.79
4813,Cubbster,29150928,1132:06:00,429.16
4814,papillon-kairi2,29141726,994:52:20,488.2
4815,yoshihibeyosshii,29133815,891:09:40,544.87
4816,zll-zFuRyz-llz,29131594,503:03:20,965.15
4817,pavel_198313,29125861,1568:24:20,309.51
4818,enzo30recon,29117783,1035:05:20,468.85
4819,Gubbe-Robbi,29114970,611:50:10,793.1
4820,Sgt_Slice14,29114799,685:09:00,708.23
4821,pako696969,29113232,1389:05:40,349.31
4822,sadkilla440,29112492,945:55:50,512.94
4823,Sommsemann,29111392,1048:33:20,462.72
4824,calfraire34-2,29099569,517:28:30,937.23
4825,douglasnp,29095751,1449:54:00,334.46
4826,kaya007,29090865,935:29:30,518.28
4827,neckneckworm,29080917,1016:00:40,477.04
4828,I-_-Donut-_-l,29080861,1415:02:00,342.52
4829,Dehterudi,29065230,952:23:30,508.64
4830,zackirockt,29064027,624:42:20,775.41
4831,Lakus27,29059353,525:25:50,921.76
4832,ngo7112,29056096,307:32:40,1574.63
4833,zacheryfeb21,29055390,1838:19:00,263.42
4834,Battleboy2411,29049343,1108:58:50,436.58
4835,ItsTBAGGingTiME,29048875,1852:57:30,261.28
4836,itsjjae,29043617,1099:25:20,440.29
4837,Rir1ra,29031566,130:50:02,3698.27
4838,addy612,29027964,1131:35:20,427.54
4839,De363lta,29027924,1041:27:40,464.54
4840,TrulyYoursxoxo,29025919,590:41:10,818.99
4841,v__X_COYOTE_X__v,29019002,858:29:20,563.37
4842,GEN1TALWARTS,29013648,875:45:00,552.17
4843,ChadPlayer,29008862,996:14:50,485.3
4844,orion264877,29007161,747:33:40,646.71
4845,COLBYFPS,28991894,948:23:00,509.5
4846,Killwaukeee,28990942,841:37:10,574.11
4847,takoyaki000123,28969370,1129:32:40,427.45
4848,kegzeer,28965836,1557:34:20,309.95
4849,BONZAIjr,28961273,859:05:00,561.86
4850,rapzamm,28952335,550:45:10,876.14
4851,MISS_PR3TTYnPINK,28950459,729:47:40,661.16
4852,vitelastrike_23v,28946519,614:16:00,785.4
4853,Syu9625,28938901,303:37:20,1588.54
4854,IRSHwarLORD,28937473,747:27:10,645.25
4855,TTSBJ,28936979,817:10:00,590.19
4856,yuke694,28936956,661:42:30,728.84
4857,I_iguavas_I,28935585,889:16:30,542.31
4858,sharp-shooter299,28921921,543:38:30,886.67
4859,zMontagnana-_,28907214,663:14:00,726.42
4860,ASS-TRAY,28906908,1011:39:00,476.23
4861,KILL_Unbrauchbar,28902924,472:36:50,1019.26
4862,alpacaswithswag,28885399,1078:33:30,446.36
4863,saxdomv8,28880251,532:01:00,904.74
4864,norepan2012,28872497,1358:15:40,354.28
4865,nicamako,28849728,490:54:50,979.46
4866,Zocker555333,28838369,608:59:00,789.25
4867,DR4drillrigg,28828410,927:43:30,517.91
4868,Due_lazyintomB9C,28824159,980:18:50,490.05
4869,tybuggy,28819480,979:49:20,490.22
4870,vSniiqes,28811498,730:29:50,657.35
4871,gen70411,28808413,771:10:20,622.61
4872,G45-KingLouie,28801121,799:19:00,600.54
4873,WVRDOG_,28773919,785:47:30,610.3
4874,Bear-T12,28773254,924:16:30,518.84
4875,AIZ_CHIKA,28763886,803:19:10,596.77
4876,Kratos99918,28754283,749:04:50,639.77
4877,rrrrei2001,28750516,606:02:10,790.67
4878,jehaad87,28748354,982:17:50,487.77
4879,DarkestGhostSun,28733059,600:16:30,797.77
4880,Stanley_N0obrick,28728211,853:25:30,561.04
4881,TerrorXIM,28720328,359:51:20,1330.18
4882,devined2,28719261,1140:06:20,419.83
4883,Taxodium_sp,28717628,742:49:50,644.33
4884,ceh9_RuVi,28706811,588:19:30,813.24
4885,jetvlt1,28702286,1315:10:40,363.73
4886,MAMMAGANZ,28699678,918:29:40,520.77
4887,jamsvr083,28688289,1294:24:40,369.39
4888,Iron_Deadpool_,28647324,890:19:10,536.27
4889,K-112,28645522,1318:30:10,362.1
4890,MorreuPraCreide_,28640441,1021:24:10,467.34
4891,corkosstenton,28631274,998:58:30,477.68
4892,FortessOne,28629009,642:21:10,742.82
4893,KENDOG-KENNEDY,28622187,711:51:00,670.14
4894,TimoM11,28621126,473:13:30,1008.02
4895,ChiefNoah,28608686,623:56:00,764.2
4896,ishiyama_99,28582525,702:32:30,678.07
4897,SWATMICK21,28582106,699:40:30,680.84
4898,Qfir-Absorute_,28581909,698:53:00,681.61
4899,LordDrakemor,28557971,1153:49:00,412.51
4900,HITMAN555,28557639,762:02:40,624.58
4901,boom_boom415,28546718,342:08:50,1390.57
4902,botas43,28534185,1033:17:40,460.25
4903,macdaddysan,28479860,1853:28:40,256.09
4904,stuhnu,28469993,599:47:50,791.1
4905,tenhamugorira,28463891,905:46:50,523.75
4906,Thantophobe,28447556,735:57:30,644.23
4907,Kefas_Ynwa,28435045,1277:51:50,370.87
4908,MKYOKU,28434703,1235:15:40,383.65
4909,digoernandes,28431333,1079:41:00,438.88
4910,Blackbird01_23,28419737,822:06:20,576.16
4911,HaiLaHaHa,28417171,745:19:30,635.45
4912,Monique0792,28415498,877:27:20,539.73
4913,WicQ,28391597,1045:08:30,452.76
4914,FrankyT-NL,28385781,1002:45:00,471.8
4915,ll-Sa4-ll,28381576,382:45:00,1235.86
4916,hamava,28370611,597:53:40,790.85
4917,KOKKOchan__,28364332,575:55:40,820.83
4918,TheDringus,28358098,972:37:10,485.94
4919,SwordArab,28349590,1190:32:00,396.88
4920,DiamaentiX_,28345985,588:30:40,802.76
4921,x__Nic90__x,28336569,962:29:10,490.68
4922,PursuingPainVX,28330785,511:06:40,923.83
4923,JOCA19691969,28296108,1585:48:20,297.39
4924,roughneck_quade,28287220,1110:01:10,424.73
4925,Eric_mendezz,28283796,743:54:10,633.68
4926,CaptainDemocracy,28278400,864:04:50,545.44
4927,jlow68ou1,28277500,1160:14:10,406.2
4928,XY-Player,28269035,807:19:40,583.59
