rank, player_id, score, time, spm
547,qxX_SABRINA_Xxp,116620338,1756:08:20,1106.79
548,S4NDER_T4F_NED,116529044,1877:09:10,1034.63
549,MESHAL-Ex,116517000,2074:32:20,936.09
550,EduardoPessBR,116499504,1912:10:20,1015.42
551,b7-kaka-b7,116485356,2949:23:20,658.25
552,FruitToot,116475210,1707:45:10,1136.73
553,greenchilli04,116309561,2600:33:20,745.41
554,bacettu,116232264,3044:43:20,636.25
555,bugjuice84,116189467,4122:55:00,469.69
556,sad-ist666,116067773,2483:46:00,778.84
557,GoodLuckGotU,116067122,2568:25:50,753.17
558,tgrim722,116061350,2150:22:20,899.54
559,x1stx_nikans,115757375,2262:09:50,852.85
560,Oliveiras_3,115727705,2459:38:30,784.18
561,Light_1978,115693144,6740:38:20,286.06
562,TNT3501,115448714,6332:15:00,303.86
563,Psycho-1960-74,115360158,2425:58:00,792.54
564,PAVEL36RUS,115268822,3239:43:20,593
565,peppe760,115206162,3143:16:40,610.86
566,Do-sama,115088108,3561:50:00,538.52
567,tatsuya09x,115064599,2218:08:20,864.57
568,B-O-L-S-I-_-,114945585,2413:49:20,793.66
569,tutoo901,114841435,1702:11:20,1124.45
570,Fellow_de_hond,114773199,2692:29:10,710.45
571,BULLDAWG_41,114710581,2165:20:10,882.93
572,abdoiq,114632113,2310:37:50,826.85
573,paridehelidon,114569723,3583:20:00,532.88
574,indoortiten4,114403024,2978:03:20,640.26
575,Johnny-1024,114357460,3689:10:00,516.64
576,PRO_DUKE,114307105,4478:16:40,425.41
577,BNB911,114218834,5648:03:20,337.04
578,itsjimdog,114198903,6553:25:00,290.43
579,Karvanappi40,114160062,2141:23:00,888.52
580,TR-550SL,113918503,8856:48:20,214.37
581,Varaflame,113836851,1675:55:50,1132.08
582,PhysX-Vintage,113526072,1919:26:50,985.75
583,colormeorange,113518319,3997:18:20,473.31
584,Rokfol,113305694,3640:20:00,518.75
585,C0SMIK1,113192268,2532:23:50,744.96
586,cmm123456789,113128445,3827:11:40,492.65
587,Diesel_RidO,112935451,2386:11:40,788.81
588,mike_row_pen_is,112859036,3234:10:00,581.6
589,taka19740605,112840398,3439:08:20,546.84
590,D86DANI,112817234,1983:49:40,947.81
591,bhawks79,112766569,3772:31:40,498.19
592,GUNZ_DNT_KIL_PPL,112743075,5380:30:00,349.23
593,Poetermeer,112739304,2570:17:20,731.04
594,delpiero10love,112734577,3829:35:00,490.63
595,sikemokukun-,112707352,2605:27:50,720.97
596,Abayo-HEISEI,112599873,2478:41:30,757.12
597,bestio44,112437191,6513:20:00,287.71
598,ike22marusu,112428143,2720:08:40,688.86
599,M4mmadKill3R,112414704,1855:58:30,1009.48
600,andrefather,112314652,1931:08:10,969.33
601,Walker36benjul,112218403,6234:48:20,299.98
602,so-tasan-R,112076374,2812:18:20,664.2
603,r0b1nse1kirk,112042407,2350:36:50,794.42
604,Buttered__Toast_,111969494,2607:51:10,715.59
605,Nivaldo_Killer,111806891,5188:53:20,359.12
606,PHOENIIX72,111709265,2526:41:40,736.86
607,toa1030,111372947,4146:50:00,447.62
608,supreme-au,111337573,2803:56:40,661.79
609,wimper-yosei,111276807,2940:25:00,630.73
610,TacticalNoodIe,111245911,2135:38:10,868.17
611,haruna1099,111224516,4186:20:00,442.81
612,Foolledd,111131840,3538:16:40,523.47
613,widscher,110694514,1169:32:10,1577.47
614,IgnacioAGL,110649504,2620:32:00,703.73
615,KoS_SHOTO,110594038,2135:32:40,863.12
616,BETEPEHAP-74,110400048,3604:51:40,510.42
617,Scooby420NZ,110360111,1784:23:00,1030.8
618,D-lunatic777,110276500,1725:29:30,1065.17
619,CaboDean,110275921,7653:30:00,240.14
620,hr4210,110111983,3065:13:20,598.72
621,sylarghost,110107905,2413:12:50,760.45
622,ay-hazard,109909862,3856:55:00,474.95
623,poko1013,109894040,1870:28:00,979.2
624,THEWEEDNINJA,109868218,3267:28:20,560.41
625,ryusuke1992,109842477,3423:46:40,534.7
626,NZ_RIGA33,109791146,3153:21:40,580.29
627,mungmcgavin,109509102,2338:01:50,780.64
628,SILENT-SIREN_a-y,109381693,3096:45:00,588.69
629,FEARLESSMANTISS,109213290,2844:36:40,639.88
630,SCHECTER_rei23,108983648,2073:04:30,876.18
631,Ahmeed7,108855038,2502:03:10,725.1
632,SuB-ZeRo12000,108787281,3553:35:00,510.22
633,piotr00071,108760638,4433:36:40,408.85
634,RobDaKill88,108725697,2762:17:30,656.01
635,The_Andy_H,108663953,2621:15:00,690.92
636,yasumachan,108606652,2814:51:40,643.06
637,ReDemTiOn_yMaG-,108581303,1844:44:40,981
638,deathgouki,108551408,2022:20:20,894.6
639,Ahmed_aljuboory,108543087,2913:56:40,620.83
640,indianahoss,108537536,4474:01:40,404.32
641,Stxckez,108533904,2934:25:00,616.44
642,bcavalcantef2,108500547,1440:01:30,1255.77
643,ARbayashi2410,108472619,2109:23:40,857.06
644,Blinkyboy1,108452112,3229:23:20,559.71
645,shin5430,108444900,3021:26:40,598.2
646,Vic-Cobra,108221968,2273:27:30,793.37
647,leon1991221,108170934,1896:28:20,950.63
648,SOLDADO_RYAN32,107975656,2771:19:50,649.36
649,fadel12344,107893437,2307:02:20,779.45
650,harrygameshunter,107819594,4561:31:40,393.95
651,gxg007,107757398,3248:45:00,552.81
652,junior61ok,107624602,3163:18:20,567.05
653,majorblitz,107578125,3686:33:20,486.35
654,Tim-ESC-,107448223,2345:41:10,763.45
655,Thefeld2,107270307,1866:37:20,957.79
656,Dakchms03,107207377,1945:33:00,918.4
657,DURkiLajf,107050958,1797:05:10,992.82
658,ombre21,107023112,1572:36:10,1134.25
659,x1DeeJaY10,107010329,2832:15:00,629.71
660,ALjookeR-b52,106920048,3534:35:00,504.16
661,SNIPER_ON_BAIL,106881251,3764:00:00,473.26
662,puls-g_2012,106820898,4729:15:00,376.45
663,blue_ocean_11,106781405,2329:47:50,763.88
664,PEPE141293,106769342,2091:51:40,850.67
665,DAlex_2_0,106676635,2513:32:00,707.35
666,pentclass,106626018,3588:16:40,495.25
667,jiujitsujohne,106580825,3727:10:00,476.59
668,wapje-wasbeer81,106578989,2611:30:40,680.19
669,Wagner_Falls,106460448,3195:20:00,555.29
670,nismogtr926,106418547,2868:53:20,618.23
671,shootpplface,106358609,2158:48:30,821.12
672,yazed_otb,106278787,2408:30:40,735.44
673,UTADA-H_I_KARU,106251930,3341:43:20,529.93
674,vipes2000,106232243,2923:03:20,605.71
675,GilmarGameplay,106221592,2711:02:00,653.02
676,beelbub,106162248,2507:30:20,705.63
677,afoni48,106100613,3056:06:40,578.63
678,gogovn2000,106099940,2441:29:50,724.28
679,SrCuCa,106014782,3530:16:40,500.5
680,Hugh-Jammer72,106001048,4022:41:40,439.18
681,Loli_EvA,105955372,1731:05:50,1020.12
682,MER0VING1AN,105914103,3484:13:20,506.64
683,DespotButcher585,105784371,2493:49:30,706.98
684,Ww-MeikoM-wW,105711069,3469:26:40,507.82
685,KPOBOCTOK__,105634041,2883:36:40,610.54
686,xTHEMADPLUMBERx,105525557,3588:58:20,490.05
687,deiton12345,105498552,2720:46:50,646.25
688,buddychaser,105396822,2640:45:20,665.19
689,CrAsHnYr,105386028,2199:35:10,798.53
690,Bob_Pinho,105309913,1967:41:50,891.99
691,MZass777,105248696,3163:16:40,554.53
692,Katsuo0706,105189024,1990:03:00,880.96
693,teruiori2,105173810,2703:58:20,648.27
694,i8UTII,105091115,2818:20:00,621.47
695,Zarok_1,104977974,2546:57:30,686.95
696,white_akina,104832990,2309:45:20,756.45
697,colt7878,104784915,1716:29:10,1017.44
698,starplay1984,104714000,4261:55:00,409.49
699,manchis34,104710874,2873:55:00,607.25
700,shade73a,104632333,2551:51:20,683.37
701,haze_4_,104497056,2532:07:50,687.81
702,mikropixel,104493313,2090:51:30,832.94
703,luismartinez1969,104478009,2328:00:00,747.98
704,Lemong_3011,104463884,2354:59:20,739.31
705,AndAgain77,104405635,2212:17:10,786.56
706,Butch0607,104307704,3441:01:40,505.22
707,Ap_Thug,104273866,2212:54:20,785.35
708,PitchesNReceives,104257954,1990:08:00,873.12
709,mighty4h,104178876,2615:19:40,663.9
710,SirHuddy,104177208,2384:45:00,728.08
711,OMEGA_TEMPLAR,104092621,3816:25:00,454.58
712,Kruger_AwA,103873232,2910:10:00,594.89
713,ssfudog_0331,103640237,2078:40:30,830.98
714,kittysara,103614803,3016:16:40,572.53
715,enrain25,103570115,1658:26:40,1040.84
716,EstihBal,103495321,2825:33:20,610.47
717,majukut,103469935,2654:31:40,649.64
718,hirocch,103394715,2874:41:40,599.45
719,Wellenbreaker,103364114,2263:27:30,761.11
720,x7_Vincent_7x,103277765,2377:58:10,723.85
721,stonebridge92,103169878,3114:10:00,552.15
722,MACROSS_FUN,103126183,2355:23:40,729.72
723,appleseed2010,103099411,3094:15:00,555.33
724,teddyyrat,102984655,1940:51:20,884.36
725,camy-fbi_18,102962649,3375:41:40,508.35
726,doy_san_,102949394,3070:31:40,558.8
727,KiKa_7_DErasmo,102928912,1866:35:50,919.04
728,SLYxJOKER,102891819,2263:31:50,757.61
729,Ahmad1301,102839454,1771:11:30,967.7
730,FIERCE_REACTION,102769186,3230:15:00,530.24
731,MofoCantPoop,102724073,6361:16:40,269.14
732,JABBERJIM17,102671187,2122:31:20,806.2
733,rna-kun,102565079,2835:16:40,602.91
734,joker0911811,102317660,2413:38:00,706.53
735,kokkiunage,102305578,3987:43:20,427.59
736,DooWacko,102216295,2279:02:40,747.51
737,galloalsina2,102132257,3244:03:20,524.71
738,UncleElSickO,102108065,2708:13:10,628.38
739,SoCiaLisT-ReBeL,102067907,4730:21:40,359.62
740,AlphaWolf8597,102053397,2121:08:30,801.87
741,sparta34ninja,101989477,2218:30:00,766.2
742,konntabu_nikonam,101925914,2571:07:30,660.71
743,stabbdyou,101916149,2620:33:30,648.18
744,GOHSTTOWN0089,101875151,2895:30:00,586.4
745,Mosh-Potatoes,101822642,1822:57:50,930.93
746,xLokooRobiin77x,101765295,2166:25:50,782.9
747,aaaronb8375,101739233,2786:58:20,608.42
748,KevinS-21,101713211,1924:38:40,880.8
749,siro_ituki,101678211,1842:58:30,919.51
750,ponsan1111,101639102,2898:36:40,584.41
751,KalanteSchiffer,101366535,2442:08:30,691.79
752,Hisham_94_ly,101267923,1678:54:10,1005.3
753,WalkingOnCloud,101133968,4162:45:00,404.92
754,LIFTARI,101109519,3604:46:40,467.48
755,xCapTainDuLah,100860294,2159:53:20,778.28
756,Alpacino_4u,100768901,4216:50:00,398.28
757,Ace__PakFA,100763556,1868:23:20,898.85
758,martelato33,100726574,2265:58:20,740.86
759,Minterface_71,100717762,4668:23:20,360.62
760,yoyojoe333,100694456,3024:35:00,554.87
761,ratbag07,100685242,2678:42:20,626.45
762,CBouHax,100614299,2648:37:10,633.12
763,mhks43,100580015,3029:25:00,553.35
764,paulnb34,100568674,4334:25:00,386.71
765,jarita717,100556763,2575:22:30,650.76
766,PhreakoZEN,100505723,3089:51:40,542.13
767,Cezera,100482345,1940:41:40,862.94
768,HUCK_DIZZLE09,100471342,2799:30:00,598.15
769,x238ms,100437038,1427:44:30,1172.45
770,lucazg2007,100284325,2852:48:20,585.88
771,APazAcabou,100197320,2263:04:50,737.91
772,ozuyr110,100193381,2411:52:10,692.36
773,macdog42,100147430,3576:23:20,466.71
774,spook572,100098584,2342:55:00,712.07
775,SchrankCamper,99968616,2283:05:30,729.78
776,xActionJackson69,99841171,1021:41:20,1628.69
777,ULTRA_BEARD,99767242,2530:08:40,657.19
778,GustoFL,99736639,3218:26:40,516.48
779,Billy_Rosewood_,99732027,2918:30:00,569.54
780,keafyKSE,99668961,3687:05:00,450.53
781,syrax007,99660957,2831:20:00,586.66
782,Gr-Fanis-Gerak,99618104,2934:56:40,565.7
783,meysam007,99605472,4301:13:20,385.96
784,XzRx9_,99576090,2644:25:50,627.58
785,llFamOuS_____DeX,99572694,2504:12:00,662.7
786,zulu201304,99484160,4250:40:00,390.07
787,siroiakuma777,99430640,2604:17:20,636.33
788,x1stx_Rin,99336858,1904:29:00,869.32
789,ahmed_libya123,99309778,3488:30:00,474.46
790,IIXFAHADII,99225211,2045:30:00,808.48
791,hphaley,99071709,2271:29:40,726.92
792,rantanplan510,99066947,2374:24:00,695.38
793,sfcdude,98945391,2439:35:40,675.97
794,Roachdog123,98918708,2319:50:40,710.67
795,xdzoreeee,98864059,5019:03:20,328.3
796,RapTors_Breton,98740112,1309:23:00,1256.83
797,nibiru-star,98682170,2884:55:00,570.1
798,scal72kid,98635279,2584:03:40,636.18
799,YouHaveWetSocks,98580795,1885:28:00,871.41
800,UNX-02S,98434715,1747:15:40,938.94
801,RabbiT1727,98336084,2604:07:40,629.36
802,happy4561,98332455,3140:03:20,521.93
803,xX-3BEPb-RUS-Xx,98277450,2835:38:20,577.63
804,SPARTACUSF7399,98258251,2591:47:40,631.85
805,Major-Mine,98228748,3612:05:00,453.24
806,Devil_Daawg,98198736,3679:55:00,444.75
807,EPTICAi,98178860,3510:40:00,466.1
808,ha_gichan,98164200,3032:38:20,539.49
809,SMERSH201,98115248,5914:11:40,276.5
810,slitherix,98025573,3158:20:00,517.29
811,Setter_toubatsu1,98015318,1583:26:00,1031.68
812,x__F1GHTER,97977750,2350:57:50,694.59
813,SuPABE3_RR,97942323,2344:48:00,696.17
814,iceburg3006,97839014,1737:21:00,938.58
815,takarich,97731450,5928:58:20,274.73
816,CyReFluX,97632515,1810:26:20,898.79
817,HAWK10M,97590245,3313:15:00,490.91
818,sonofhale,97549786,4009:20:00,405.51
819,Ivanete84,97490634,1704:05:50,953.49
820,kakelu-ss,97370133,2014:05:20,805.74
821,kamil3005fa,97367621,1543:02:10,1051.69
822,Revan2449,97295769,2847:48:20,569.42
823,icemensch,97260947,2901:45:00,558.63
824,THX-Paddy,97078688,1876:01:20,862.45
825,JasperNewtonNo7,97048591,2342:56:40,690.36
826,iGyBzLiOnS,96989823,2774:45:40,582.57
827,xx19DELTA,96896098,2831:26:40,570.36
828,KekiBF,96806417,2317:38:20,696.16
829,Night_Rider_801,96760330,3506:36:40,459.89
830,AR1MAN_Renger3,96611616,1907:47:40,844.01
831,hageru2626,96504760,1909:37:50,842.26
832,ReganLAD20,96450213,2230:08:20,720.81
833,BadBoy2020,96426694,2889:25:00,556.21
834,SSThunder48,96406328,3647:31:40,440.51
835,GridironWarrior7,96307352,4036:03:20,397.7
836,Alpaclno-4u,96282130,2672:55:10,600.36
837,HeadTrauma762,96062804,5152:43:20,310.72
838,kuma_doluck,96056278,2366:31:50,676.49
839,ForestGump019,95999406,2335:29:40,685.08
840,southernyooper,95991267,3319:41:40,481.93
841,BFMod,95883331,2015:38:50,792.83
842,Joanajo-25,95877565,1788:29:50,893.46
843,TOILET_SCREAMER,95846486,3316:46:40,481.62
844,HaxxoR-M3x,95715021,2202:21:20,724.34
845,ninja_power,95586638,2112:58:30,753.97
846,jewel-0417,95558003,2602:01:40,612.07
847,emo-killer_1,95536746,1932:28:40,823.96
848,i-V7W,95522207,2433:57:50,654.09
849,XY15599,95374404,2315:41:40,686.43
850,quadix,95374137,2830:50:00,561.52
851,damdam_2,95279960,2235:43:50,710.28
852,FlyFox74,95209149,3344:13:20,474.5
853,Niaz-Z,95086043,3489:10:00,454.2
854,raidersss34,95061246,1703:06:00,930.28
855,yuukj777,95044721,3952:16:40,400.8
856,SmokingQuadcab,94961868,4993:01:40,316.98
857,avatar2056,94867891,5440:40:00,290.61
858,kazu_ki9999,94864746,2536:51:30,623.24
859,kalospike,94803803,2705:31:40,584.01
860,ToXic13PaiN,94758222,3058:40:00,516.34
861,pantherstrike89,94756581,2773:10:40,569.48
862,bordon12,94707814,2238:21:50,705.19
863,mistamarcus,94673664,2174:55:20,725.49
864,Mastarone,94657124,3634:01:40,434.12
865,ShaaDoW-oF-DeaTH,94594654,2924:31:40,539.09
866,Scott-SRS,94550833,3994:56:40,394.46
867,RedHotFuzz,94541322,2630:33:10,599
868,ArtoriousUK,94525675,2639:55:30,596.77
869,T_shadow_of_god,94445521,2933:18:20,536.63
870,alisky20,94336561,1907:33:40,824.23
871,tgbnm12345,94302521,1964:11:30,800.18
872,BLOWSIEN,94302225,2181:47:50,720.37
873,hide_papa_ce,94295505,3710:38:20,423.54
874,joesergi-_-,94278785,2195:21:30,715.74
875,hashi48,94193642,1738:51:10,902.83
876,Dh_Killer70,94154075,1390:45:40,1128.33
877,Colonel_Ghostman,94088314,1968:14:00,796.72
878,S-SUSHI-OVERLORD,94085003,2581:19:40,607.47
879,Mr__Abdllah,93992937,1621:25:00,966.16
880,zINsTiNcTT__,93945492,2365:00:00,662.05
881,iTzJordanXpL,93912765,1813:14:50,863.21
882,Mitzhor,93879209,2161:36:10,723.84
883,Blin-X,93825922,2000:38:10,781.63
884,Invictus_Cyrex,93823183,1738:27:40,899.49
885,LordTh3xCeL,93783085,2411:07:40,648.27
886,Stahlinator94,93688226,2203:53:30,708.51
887,ROCKOZN,93655102,2998:30:00,520.57
888,proktolog_,93647425,3270:10:00,477.28
889,sehrgaykilltalle,93640146,2263:36:50,689.46
890,denovoMoon,93514003,3677:51:40,423.77
891,dendermonde1960,93437705,3267:41:40,476.57
892,mocoKniit-lol,93386589,2333:19:20,667.05
893,ID_4_ME,93249591,6009:15:00,258.63
894,hillacthard,93186705,2459:58:50,631.35
895,slayer12000,93176616,3395:43:20,457.32
896,JasmirJpl,93151915,1829:19:00,848.7
897,PALnotNTSC,93137235,2574:39:00,602.91
898,papamamayuduki,93117110,3163:51:40,490.52
899,HK8642,92995593,2239:59:10,691.94
900,rodana,92989313,3430:35:00,451.77
901,PPorma,92898383,1778:50:40,870.4
902,Ro7i-FeDak,92828283,2355:27:50,656.83
903,ll-Arizo-ll,92708387,1346:17:30,1147.7
904,ozwheels3,92687020,1364:01:40,1132.52
905,locoxy,92619982,2988:36:40,516.52
906,VORSORD,92566475,3475:35:00,443.89
907,boOod_09,92476338,3187:43:20,483.5
908,AEK_DESCENDENTE,92447272,1750:33:00,880.17
909,Mr_DarK-BETRAYED,92339913,894:14:00,1721.03
910,screwisback,92325799,3030:10:00,507.81
911,MedGririi,92236010,2339:36:30,657.06
912,xobot91,92228164,2381:44:20,645.38
913,Time-bandit12,92168115,3139:11:40,489.34
914,vic74toro,92061952,3979:00:00,385.62
915,TuffGuy3567,92017076,8325:08:20,184.22
916,Kaadirr_61,92014960,2014:19:30,761.34
917,cheesemanlives,91902123,2100:16:40,729.29
918,ARES_ECU,91833576,1670:11:20,916.4
919,Coojerman,91669042,3049:30:00,501.01
920,abu_afrah,91494763,1907:03:10,799.62
921,Stingr2019,91466915,2146:10:50,710.31
922,vinciboss4494,91442358,3065:28:20,497.16
923,penguin0901,91442167,1220:28:40,1248.72
924,Truck3rKZ,91433368,2726:21:20,558.95
925,xandycosta,91312097,2531:56:40,601.07
926,LeeFeeds,91311976,2001:39:30,760.3
927,ppipod,91298942,2017:56:10,754.06
928,subasyo,91287097,2967:11:40,512.76
929,sarusyunnji,91267750,1840:16:10,826.58
930,LasT_BulleT_IgoR,91227202,1744:18:40,871.66
931,Vergil_c1,91117146,2143:40:30,708.42
932,KOBER_78,90995394,4670:05:00,326.18
933,MrMark_99,90976135,1875:58:00,808.26
934,ALuKySh0t91,90859741,1650:19:50,917.59
935,NoWayBabe,90850186,1928:49:20,785.02
936,Maus92NL_2nd,90773772,1404:12:50,1077.4
937,SaiyanStonerGirl,90757989,2084:35:00,725.63
938,mode9111,90723005,3295:01:40,458.89
939,toymachinelova69,90696224,1821:01:30,830.08
940,big__ak47,90655994,1918:48:20,787.43
941,Eirik_90,90651342,1567:03:00,964.14
942,gtavicecitydude,90484382,3099:40:00,486.53
943,hipphappy,90479759,2057:48:00,732.82
944,LUCiDCHiP,90431125,2353:01:10,640.53
945,the-gunners-2012,90397151,1278:27:20,1178.47
946,MilaanistaQ8,90395829,1839:21:50,819.09
947,invaitble,90384987,3709:58:20,406.05
948,Davey_Boy91,90336107,2015:23:30,747.05
949,LA_Slayer_07,90335179,2871:58:20,524.23
950,drb__el56r,90208830,2196:25:40,684.51
951,d0n3JaY,90193209,1805:52:50,832.4
952,SSAANNEE66666666,90145395,1857:40:40,808.76
953,LibynB,90107671,2282:47:30,657.88
954,ryusan0030,90102447,2626:11:40,571.82
955,o_ov-ttak,90020748,3285:18:20,456.68
956,DiezelDawG69,89993903,3249:51:40,461.53
957,IV_KILLED_YOU,89889396,2719:57:10,550.8
958,clutchloob,89874092,3641:18:20,411.36
959,Hippochan922,89751314,1990:08:20,751.63
960,ALESSANDRO_CESAR,89727249,2638:04:50,566.87
961,Trucking31,89666189,2165:19:00,690.17
962,wetdinner,89651051,2183:07:20,684.43
963,DamagedGrunt,89642863,2343:28:20,637.54
964,Bish_Lives,89624682,2996:08:20,498.56
965,FayezSlayer,89618238,1843:59:00,810.01
966,odontoprates,89616664,2165:19:20,689.79
967,FFG-49,89429002,2940:48:20,506.83
968,minamina-_-8823,89354593,2439:50:00,610.39
969,RWMZT,89335558,4066:16:40,366.16
970,Admiral_ksa_007,89331201,2632:38:50,565.53
971,BARETT-HARD-CORE,89255063,2633:57:30,564.77
972,kellyfnon,89230350,1352:28:30,1099.59
973,lex_Odessa,89212788,2495:03:20,595.93
974,w-ox-xo-w,89076496,3171:10:00,468.16
975,owl0515,89072455,2033:06:40,730.18
976,JEANCOUTU2,88987306,2709:46:30,547.32
977,fernetconcoca01,88948018,2140:18:20,692.64
978,Killercomado,88938424,2031:49:00,729.55
979,M1NER-RUS,88912371,2455:50:00,603.41
980,Davtronik,88855494,2250:47:30,657.96
981,darth-KRAIT,88707267,1484:19:40,996.04
982,ROXXSTEADY,88664015,2736:01:00,540.1
983,paracaidista120,88638070,2678:27:50,551.55
984,nori-naoe,88602880,1982:38:10,744.82
985,rywn8041,88538190,2711:44:30,544.17
986,Miku_-P,88525614,1877:06:40,786.01
987,KillerElite_1st,88452129,1928:22:20,764.48
988,ILL_SION_KILLA,88436686,1979:19:50,744.67
989,I_ExoRy,88358614,1895:53:20,776.76
990,Eliney-Escobar,88268872,2370:43:00,620.55
991,Asap_Lyndo971,88237478,1754:29:40,838.2
992,The_Phunto_,88235550,2109:19:10,697.19
993,gogoedinho,88222118,2031:48:40,723.67
994,NovaPrime-1,88146361,3307:53:20,444.12
995,alenhoff27,88145534,2483:21:20,591.58
996,Steve_O_6ix,88140724,2198:55:10,668.06
997,Tacklebarry85,88096249,2435:59:00,602.74
998,ogawa3985,88081425,1920:47:10,764.28
999,DIABLO_0002,88073308,2610:17:30,562.35
1000,JEFFREYPR,87999478,1912:11:30,767
1001,Marco_Slipknot,87993786,2317:18:00,632.88
1002,wa6rte,87945608,2262:25:00,647.87
1003,MARCIO_BELEM,87929204,3430:18:20,427.22
1004,paul-killer--FRA,87901134,2185:50:10,670.23
1005,punishment-maker,87901019,3981:50:00,367.93
1006,K1LLology707,87844212,2547:33:20,574.7
1007,EBBC_007,87783268,3246:31:40,450.65
1008,snugglsaccounant,87728885,3052:06:40,479.06
1009,punisher7955,87723995,2919:36:40,500.77
1010,xX_Methelys_Xx,87698098,2014:27:30,725.57
1011,TheTHUNDERCHIEF1,87680371,2687:07:00,543.83
1012,CTaC-001,87663471,3953:53:20,369.52
1013,koke_v12,87653005,1893:29:40,771.53
1014,Evil_Shen,87609197,1930:59:20,756.17
1015,trki__q8t,87596783,3728:26:40,391.57
1016,DANIIL3773,87591396,2350:25:00,621.11
1017,yuuki903,87517764,2775:33:40,525.53
